Site,Plot,Tag,Species,Sapflow,Date_2022,DBH_cm_2022,Status_2022,Notes_2022,Date_2023,DBH_cm_2023,Status_2023,Notes_2023,Date_2024,DBH_cm_2024,Status_2024,Notes_2024,Date_2025,DBH_cm_2025,Status_2025,Notes_2025
CRC,TR,317,QUBI,N,3/16/2022,40,LI,,,,,,10/29/2024,39.8,LI,,11/21/2025,40.8,LI,
CRC,TR,318,QUBI,N,3/16/2022,33.3,LI,,,,,,10/29/2024,33.6,LI,,11/21/2025,33.9,LI,
CRC,TR,319,ULRU,N,3/16/2022,33.4,LI,,,,,,10/29/2024,32.1,LI,,11/21/2025,32.3,LI,
CRC,TR,320,ULRU,N,3/16/2022,17.2,LI,,,,,,10/29/2024,17.3,LI,,11/21/2025,17.9,LI,
CRC,TR,321,QUBI,N,3/16/2022,34.4,LI,,,,,,10/29/2024,35.2,LI,,11/21/2025,35.8,LI,
CRC,TR,322,QUBI,N,3/16/2022,12,LI,,,,,,10/29/2024,12.9,LI,,11/21/2025,13.2,LI,
CRC,TR,323,QUBI,N,3/16/2022,15.5,LI,,,,,,10/29/2024,15.9,LI,,11/21/2025,16.9,LI,
CRC,TR,324,,N,3/16/2022,55.4,LI,,,,,,10/29/2024,,,,11/21/2025,58,LI,
CRC,TR,325,QUBI,N,3/16/2022,38.7,LI,,,,,,10/29/2024,39.7,LI,,11/21/2025,40,LI,
CRC,TR,326,QUBI,N,3/16/2022,35.7,LI,2022 Half Dead,,,,,10/29/2024,37.1,LI,,11/21/2025,37.9,LI,
CRC,TR,327,QUBI,N,3/16/2022,53.8,LI,,,,,,10/29/2024,54.7,LI,,11/21/2025,55.2,LI,
CRC,TR,328,,N,3/16/2022,32.7,DS,,,,,,10/29/2024,33.9,DS,,11/21/2025,34.6,LI,
CRC,TR,329,,N,3/16/2022,36.3,LI,,,,,,10/29/2024,35.8,LI,,11/21/2025,36.7,LI,ck spp
CRC,TR,330,,N,3/16/2022,22.1,LI,,,,,,10/29/2024,21.9,LI,,11/21/2025,22,LI,ck spp
CRC,TR,331,,N,,,,,,,,,10/28/2024,,,,11/21/2025,18.1,DS,
CRC,TR,332,,N,3/16/2022,11.3,DS,,,,,,10/29/2024,,DN,,11/21/2025,,DN,
CRC,TR,334,,N,3/16/2022,12.7,DS,,,,,,10/29/2024,,DN,,11/21/2025,,DN,
CRC,TR,335,,N,3/16/2022,18.4,DS,,,,,,10/29/2024,,DS,,11/21/2025,,,
CRC,TR,336,QUBI,N,3/16/2022,32.5,LI,,,,,,10/29/2024,,,,11/21/2025,,,
CRC,TR,337,QUBI,N,3/16/2022,38.7,LI,,,,,,10/29/2024,40.3,LI,,11/21/2025,41.2,LI,
CRC,TR,338,QUBI,N,3/16/2022,54.3,LI,,,,,,10/29/2024,,LI,,11/21/2025,,,
CRC,TR,309,QUBI,Y,3/16/2022,33.5,LI,,,,,,10/29/2024,33.6,LI,,11/21/2025,33.2,LI,
CRC,TR,310,QUBI,Y,3/16/2022,39.9,DS,,,,,,10/29/2024,,DS,,11/21/2025,39.1,DS,
CRC,TR,311,QUBI,Y,3/16/2022,29.3,LI,,,,,,10/29/2024,27.7,LI,,11/21/2025,27.5,LI,
CRC,TR,312,QUBI,Y,3/16/2022,35.7,LI,,,,,,10/29/2024,36,LI,,11/21/2025,34.5,LI,
CRC,TR,313,QUBI,Y,3/16/2022,40.5,LI,,,,,,10/29/2024,40.9,LI,,11/21/2025,41.9,LI,
CRC,TR,314,QUBI,Y,3/16/2022,57.7,LI,,,,,,10/29/2024,57.8,LI,,11/21/2025,59.2,LI,
CRC,TR,315,QUBI,Y,3/16/2022,37.8,LI,,,,,,10/29/2024,37.7,LI,,11/21/2025,38.6,LI,
CRC,TR,316,QUBI,Y,3/16/2022,46.7,LI,,,,,,10/29/2024,47.8,LI,,11/21/2025,48.8,LI,
CRC,TR,317,QUBI,N,3/16/2022,41,LI,,,,,,,,,,11/21/2025,,,
CRC,UP,333,TIAM,N,3/16/2022,27.8,LI,,,,,,10/29/2024,27.6,LI,,11/21/2025,28.4,LI,
CRC,UP,339,QURU,N,3/16/2022,28.1,LI,,,,,,10/29/2024,28.4,LI,,11/21/2025,28.7,LI,
CRC,UP,340,QUAL,N,3/16/2022,78.1,LI,,,,,,10/29/2024,78.8,LI,,11/21/2025,84.3,LI,
CRC,UP,341,CALA21,N,3/16/2022,15.7,LI,,,,,,10/29/2024,15.7,LI,,11/21/2025,16.1,LI,
CRC,UP,342,,N,3/16/2022,14.7,DS,,,,,,10/29/2024,,DN,might have fallen over,11/21/2025,,DN,
CRC,UP,343,QURU,N,3/16/2022,14.2,LI,,,,,,10/29/2024,14.4,LI,,11/21/2025,14.3,LI,
CRC,UP,344,,N,3/16/2022,12,DS,,,,,,10/29/2024,11.7,DS,,11/21/2025,,DC,
CRC,UP,345,ACSA2,N,3/16/2022,28.5,LI,,,,,,10/29/2024,31.4,LI,,11/21/2025,33,LI,
CRC,UP,346,,N,3/16/2022,22.7,DS,,,,,,10/29/2024,22.3,DS,,11/21/2025,23.5,LI,
CRC,UP,347,ULAM,N,3/16/2022,16.1,LI,,,,,,10/29/2024,16.2,LI,,11/21/2025,16.3,LI,
CRC,UP,348,TIAM,N,3/16/2022,24.5,LI,,,,,,10/29/2024,24.9,LI,,11/21/2025,25.3,LI,
CRC,UP,349,ACSA2,N,3/16/2022,14.1,LI,,,,,,10/29/2024,14.3,LI,,11/21/2025,14.8,LI,
CRC,UP,350,TIAM,N,3/16/2022,11.1,LI,,,,,,10/29/2024,11.2,LI,,11/21/2025,11.9,LI,
CRC,UP,351,QURU,N,3/16/2022,14.3,LI,,,,,,10/29/2024,14.7,LI,,11/21/2025,15.8,LI,
CRC,UP,352,ACSA3,N,3/16/2022,56.9,LI,,,,,,10/29/2024,58.2,LI,,11/21/2025,60.3,LI,
CRC,UP,353,FRAM2,N,3/16/2022,16.4,LI,,,,,,10/29/2024,16,LI,,11/21/2025,16.3,LI,
CRC,UP,354,,N,3/16/2022,16.7,DS,,,,,,10/29/2024,16.8,DS,,11/21/2025,16.5,DS,
CRC,UP,355,FRAM2,N,3/16/2022,15.2,LI,2022 Half Dead,,,,,10/29/2024,14.6,LI,,11/21/2025,14.9,LI,
CRC,UP,356,QURU,N,3/16/2022,33.7,LI,,,,,,10/29/2024,35,LI,,11/21/2025,36.3,LI,
CRC,UP,357,,N,3/16/2022,12.4,DS,,,,,,10/29/2024,12,DS,,11/21/2025,12.1,DS,
CRC,UP,358,CALA21,N,3/16/2022,13.1,LI,,,,,,10/29/2024,12.7,DS,dead?,11/21/2025,12.8,LI,
CRC,UP,359,TIAM,N,3/16/2022,14.5,LI,,,,,,10/29/2024,14,LI,,11/21/2025,14.7,LI,
CRC,UP,360,QURU,N,3/16/2022,45.8,LI,,,,,,10/29/2024,45.2,LI,,11/21/2025,47.5,LI,
CRC,UP,361,ACSA3,N,3/16/2022,14.7,LI,,,,,,10/29/2024,15.5,LI,,11/21/2025,16,LI,
CRC,UP,362,TIAM,N,3/16/2022,23.5,LI,,,,,,10/29/2024,23.1,LI,,11/21/2025,24,LI,
CRC,UP,363,CALA21,N,3/16/2022,24.7,LI,,,,,,10/29/2024,,LI,,11/21/2025,26.5,LI,
CRC,UP,364,,N,3/16/2022,12.7,DS,,,,,,10/29/2024,,DC,did fall over,11/21/2025,,DN,
CRC,UP,365,ACSA2,N,3/16/2022,26.6,LI,,,,,,10/29/2024,27.4,LI,,11/21/2025,28.8,LI,
CRC,UP,365,ACSA2,N,3/16/2022,28,LI,,,,,,,,,,,,,
CRC,UP,366,CAOV2,N,3/16/2022,10.5,LI,,,,,,10/29/2024,10.4,LI,,11/21/2025,10.7,LI,
CRC,UP,367,CALA21,N,3/16/2022,20.3,LI,,,,,,10/29/2024,20.4,LI,,11/21/2025,20.7,LI,
CRC,UP,368,,N,,,,,,,,,10/29/2024,28.8,,,,,,
CRC,TR,327,,Y,,,,,,,,,,,,,,,,
CRC,UP,301,QUBI,Y,3/16/2022,64.8,LI,,,,,,10/29/2024,63.1,LI,,11/21/2025,66,LI,
CRC,UP,302,QUAL,Y,3/16/2022,67.7,LI,,,,,,10/29/2024,69.7,LI,,11/21/2025,69.3,LI,
CRC,UP,303,,Y,3/16/2022,62.1,LI,,,,,,10/29/2024,61.6,LI,,11/21/2025,62.5,LI,ck spp
CRC,UP,304,QUAL,Y,3/16/2022,71.5,LI,,,,,,10/29/2024,74.5,LI,,11/21/2025,76.8,LI,
CRC,UP,305,QUBI,Y,3/16/2022,121.2,LI,,,,,,10/29/2024,121.7,LI,,11/21/2025,123.5,LI,
CRC,UP,306,QUAL,Y,3/16/2022,76,LI,,,,,,10/29/2024,76.4,LI,,11/21/2025,77.4,LI,
CRC,UP,307,QUAL,Y,3/16/2022,54.8,LI,,,,,,10/29/2024,52.7,LI,,11/21/2025,55.3,LI,
CRC,UP,308,QUAL,Y,,,,,,,,,10/29/2024,67.4,LI,,11/19/2025,,,
OWC,TR,137,,N,3/17/2022,31.2,LI,,,,,,10/18/2024,13.2,LI,,11/19/2025,35.9,LI,
OWC,TR,138,,N,3/17/2022,33.9,LI,,,,,,10/18/2024,38.7,LI,,11/19/2025,46.5,LI,
OWC,TR,142,,N,3/17/2022,21.9,LI,,,,,,10/18/2024,23.2,LI,,11/19/2025,,,
OWC,TR,143,,N,3/17/2022,11.8,LI,,,,,,10/18/2024,14,LI,,11/19/2025,13.5,LI,
OWC,TR,144,,N,3/17/2022,35.1,LI,,,,,,10/18/2024,,,NO ACCESS MULTI ROSE,11/19/2025,38.6,LI,
OWC,TR,145,,N,3/17/2022,13.4,LI,,,,,,10/18/2024,13.3,LI,,11/19/2025,14.2,LI,
OWC,TR,146,,N,3/17/2022,15.9,LI,,,,,,10/18/2024,17.5,LI,,11/19/2025,18.9,DS,
OWC,TR,147,,N,3/17/2022,16.3,LI,,,,,,10/18/2024,17.1,LI,,11/19/2025,17.2,LI,
OWC,TR,148,,N,3/17/2022,20.6,LI,,,,,,10/18/2024,22.9,LI,,11/19/2025,25,LI,
OWC,TR,149,,N,3/17/2022,24.1,LI,,,,,,10/18/2024,27.9,LI,,11/19/2025,29.4,LI,
OWC,TR,150,,N,3/17/2022,17.8,LI,,,,,,10/18/2024,18,DS,,11/19/2025,,,
OWC,TR,120,,Y,3/17/2022,27.4,LI,,,,,,10/18/2024,29.4,LI,,11/19/2025,31.1,LI,
OWC,TR,121,,Y,3/17/2022,55.2,LI,,,,,,10/18/2024,47.7,LI,grapevine,11/19/2025,50.3,LI,
OWC,TR,122,,Y,3/17/2022,18.4,LI,,,,,,10/18/2024,20.3,LI,,11/19/2025,21.8,LI,
OWC,TR,123,,Y,3/17/2022,38.2,LI,,,,,,10/18/2024,39.8,LI,,11/19/2025,42.8,LI,
OWC,TR,124,,Y,3/17/2022,26.4,LI,,,,,,10/18/2024,27.5,LI,,11/19/2025,30.2,LI,
OWC,TR,126,,Y,3/17/2022,32.1,LI,,,,,,10/18/2024,33.7,LI,,11/19/2025,36,LI,
OWC,TR,127,,Y,3/17/2022,47,LI,,,,,,10/18/2024,59.4,LI,,11/19/2025,51.5,LI,
OWC,TR,128,,Y,3/17/2022,64.2,LI,,,,,,10/18/2024,67.3,LI,,11/19/2025,70.2,LI,
OWC,UP,114,,N,3/17/2022,10.3,LI,,,,,,10/18/2024,9,DS,,11/19/2025,9.4,DS,
OWC,UP,115,,N,3/17/2022,12,LI,,,,,,10/18/2024,13.8,LI,vins,11/19/2025,13.4,LI,
OWC,UP,116,,N,3/17/2022,24.8,LI,,,,,,10/18/2024,25.9,LI,,11/19/2025,26.1,LI,
OWC,UP,117,,N,3/17/2022,54.3,LI,,,,,,10/18/2024,58.1,LI,,11/19/2025,57.7,LI,
OWC,UP,118,,N,3/17/2022,14.6,LI,,,,,,10/18/2024,15,LI,,11/19/2025,15.4,LI,
OWC,UP,119,,N,3/17/2022,11.9,LI,,,,,,10/18/2024,12,LI,,11/19/2025,12.1,LI,
OWC,UP,129,,N,3/17/2022,12.6,LI,,,,,,10/18/2024,12.8,LI,,11/19/2025,14.3,LI,
OWC,UP,130,,N,3/17/2022,15.3,LI,,,,,,10/18/2024,16.5,LI,,11/19/2025,15.7,LI,
OWC,UP,131,,N,3/17/2022,13,LI,,,,,,10/18/2024,14.3,LI,,11/19/2025,14.3,LI,
OWC,UP,132,,N,3/17/2022,12.4,LI,,,,,,10/18/2024,,,,11/19/2025,12.1,LI,
OWC,UP,133,,N,3/17/2022,14.9,LI,,,,,,10/18/2024,15.3,DS,,11/19/2025,15.4,DS,
OWC,UP,134,,N,3/17/2022,14.3,LI,,,,,,10/18/2024,15.1,LI,,11/19/2025,14.1,DS,
OWC,UP,135,,N,3/17/2022,31.8,LI,,,,,,10/18/2024,33.3,LI,,11/19/2025,33.8,LI,
OWC,UP,136,,N,3/17/2022,10.2,LI,,,,,,10/18/2024,11,LI,,11/19/2025,,DN,
OWC,UP,141,,N,3/17/2022,20.3,LI,,,,,,10/18/2024,20.6,LI,,11/19/2025,20.8,LI,
OWC,UP,113,,N,3/17/2022,11.4,LI,,,,,,10/18/2024,13.4,LI,,11/19/2025,13.3,LI,
OWC,UP,101,,Y,3/17/2022,56.6,LI,,,,,,10/18/2024,61.7,LI,,11/19/2025,62.4,LI,
OWC,UP,102,,Y,3/17/2022,74,LI,,,,,,10/18/2024,78,LI,,11/19/2025,79.4,LI,
OWC,UP,103,,Y,3/17/2022,75.6,LI,,,,,,10/18/2024,83.6,LI,,11/19/2025,81,LI,
OWC,UP,104,,Y,3/17/2022,84.8,LI,,,,,,10/18/2024,86.8,LI,,11/19/2025,87.4,LI,
OWC,UP,105,,Y,3/17/2022,66.5,LI,Tag hidden next to sapflow cage,,,,,10/18/2024,77.6,LI,,11/19/2025,70.8,LI,
OWC,UP,106,,Y,3/17/2022,19.9,LI,,,,,,10/18/2024,21.4,LI,,11/19/2025,22,LI,
OWC,UP,107,,Y,3/17/2022,64.5,LI,,,,,,10/18/2024,65,LI,,11/19/2025,65.9,LI,
OWC,UP,108,,Y,3/17/2022,82.1,LI,,,,,,10/18/2024,84.8,LI,,11/19/2025,83.8,LI,
OWC,UP,109,,,,,,,,,,,10/18/2024,20.2,LI,,11/19/2025,20.4,,
PTR,TR,55,CEOC,N,3/14/2022,14.2,LI,,,,,,8/9/2024,15.5,LI,,11/13/2025,16.3,,
PTR,TR,56,CALA21,N,3/14/2022,10,LI,,,,,,8/9/2024,12.4,LI,,11/13/2025,13.3,,
PTR,TR,64,CALA21,N,3/14/2022,14.1,LI,,,,,,8/9/2024,17,LI,,11/13/2025,18.3,,
PTR,TR,65,CALA21,N,3/14/2022,12.1,LI,,,,,,8/9/2024,14.2,LI,,11/13/2025,14.9,,
PTR,TR,67,,N,3/14/2022,25,DS,,,,,,8/9/2024,,DC,,11/13/2025,,,
PTR,TR,68,CALA21,N,3/14/2022,19,LI,2022 Half Dead,,,,,8/9/2024,19.5,LI,2022 Half Dead,11/13/2025,19.2,,
PTR,TR,69,,N,3/14/2022,44.3,DS,Hackberry?,,,,,8/9/2024,,DS,Hackberry?,11/13/2025,,,
PTR,TR,70,QUAL,N,3/14/2022,18.2,LI,,,,,,8/9/2024,22.2,LI,,11/13/2025,23.1,,
PTR,,72,CALA21,N,3/14/2022,14.5,LI,,,,,,8/9/2024,16.2,LI,,11/13/2025,16.5,,
PTR,TR,79,,N,3/14/2022,33.5,DS,,,,,,8/9/2024,32,DS,,11/13/2025,31.2,,
PTR,TR,80,CALA21,N,3/14/2022,25,LI,2022 Half Dead,,,,,2/3/2025,24.7,DS,dead 2m tall,11/13/2025,26,DS,
PTR,TR,81,QUBI,N,3/14/2022,33.5,LI,,,,,,8/9/2024,36.5,LI,,11/13/2025,36.2,,
PTR,TR,82,CEOC,N,3/14/2022,22.8,LI,,,,,,8/9/2024,24.5,LI,,11/13/2025,24.7,,
PTR,TR,83,,N,3/14/2022,16,DS,,,,,,8/9/2024,18.3,DS,,11/13/2025,18.2,,
PTR,TR,84,CEOC,N,3/14/2022,22.1,LI,,,,,,8/9/2024,24,LI,,11/13/2025,24.8,,
PTR,TR,85,CEOC,N,3/14/2022,28.5,LI,,,,,,8/9/2024,30.7,LI,,11/13/2025,30,,
PTR,TR,556,CALA21,Y,3/14/2022,22.8,LI,,,,,,8/9/2024,23.9,LI,,11/13/2025,24.4,,
PTR,TR,555,CALA21,Y,3/14/2022,28.2,LI,,,,,,8/9/2024,30.7,LI,,11/13/2025,31.3,,
PTR,TR,554,CAOV2,Y,3/14/2022,28.5,LI,,,,,,8/9/2024,32,LI,Waspnest,11/13/2025,31.5,,
PTR,TR,553,CALA21,Y,3/14/2022,22,LI,,,,,,8/9/2024,22,LI,,11/13/2025,21.6,,
PTR,TR,552,CALA21,Y,3/14/2022,22.1,LI,,,,,,8/9/2024,24.3,LI,,11/13/2025,23.2,,
PTR,TR,12,CALA21,Y,3/14/2022,22.1,LI,,,,,,8/9/2024,23.7,LI,,11/13/2025,24.7,,
PTR,TR,551,CALA21,Y,3/14/2022,23.3,LI,,,,,,8/9/2024,26.5,LI,,11/13/2025,26.4,,
PTR,TR,557,CAOV2,Y,3/14/2022,59.2,LI,,,,,,2/3/2025,57.5,DC or DS???,,11/13/2025,59.6,,
PTR,UP,33,CEOC,N,3/14/2022,17.9,LI,,,,,,8/9/2024,19.2,LI,,11/13/2025,19.8,,
PTR,UP,34,CEOC,N,3/14/2022,25.1,LI,,,,,,8/9/2024,26.8,LI,,11/13/2025,27.5,,
PTR,UP,37,CEOC,N,3/14/2022,36.8,LI,,,,,,8/9/2024,38.8,LI,,11/13/2025,39.7,,
PTR,UP,38,CAGL8,N,3/14/2022,9.6,LI,,,,,,8/9/2024,11,LI,,11/13/2025,11.8,,
PTR,UP,39,CAGL8,N,3/14/2022,21.5,LI,,,,,,8/9/2024,22.9,LI,,11/13/2025,23.5,,
PTR,UP,40,CALA21,N,3/14/2022,17.8,LI,,,,,,8/9/2024,19.3,LI,,11/13/2025,20,,
PTR,UP,41,CEOC,N,3/14/2022,41,LI,,,,,,8/9/2024,41.9,LI,,11/13/2025,43.2,,
PTR,UP,42,CALA21,N,3/14/2022,13.9,LI,,,,,,8/9/2024,15,LI,,11/13/2025,15.3,,
PTR,UP,43,CEOC,N,3/14/2022,19.5,LI,,,,,,8/9/2024,21.2,LI,,11/13/2025,21.4,,
PTR,UP,44,QUBI,N,3/14/2022,38,LI,,,,,,8/9/2024,39.6,LI,,11/13/2025,40.9,,
PTR,UP,45,CALA21,N,3/14/2022,29.4,LI,,,,,,8/9/2024,31.2,LI,,11/13/2025,31.7,,
PTR,UP,46,CEOC,N,3/14/2022,16.9,LI,,,,,,8/9/2024,18.4,LI,,11/13/2025,19.1,,
PTR,UP,47,QUBI,N,3/14/2022,17.7,LI,,,,,,8/9/2024,18.6,LI,,11/13/2025,19.3,,
PTR,UP,48,QUBI,N,3/14/2022,53.1,LI,,,,,,8/9/2024,54.3,LI,,11/13/2025,56.4,,
PTR,UP,49,,N,3/14/2022,7,LI,Hawthorne?,,,,,8/9/2024,7,DS,,11/13/2025,7.2,,ck spp
PTR,UP,50,CEOC,N,3/14/2022,25.1,LI,,,,,,8/9/2024,25.8,LI,,11/13/2025,26.2,,
PTR,UP,51,CEOC,N,3/14/2022,15,LI,,,,,,8/9/2024,15.4,LI,,11/13/2025,15.6,,
PTR,UP,52,CEOC,N,3/14/2022,11,LI,,,,,,8/9/2024,11,LI,,11/13/2025,11.5,,
PTR,UP,53,CALA21,N,3/14/2022,6.8,LI,,,,,,8/9/2024,6.9,LI,,11/13/2025,7.1,,
PTR,UP,54,CALA21,N,3/14/2022,6.9,LI,,,,,,8/9/2024,7,LI,,11/13/2025,6.7,,
PTR,UP,57,CEOC,N,3/14/2022,29.5,LI,,,,,,8/9/2024,31.5,LI,,11/13/2025,32.1,,
PTR,UP,58,QUBI,N,3/14/2022,21.8,LI,,,,,,8/9/2024,21.8,LI,,11/13/2025,32.1,,
PTR,UP,61,CALA21,N,3/14/2022,6.5,LI,,,,,,8/9/2024,7.2,LI,,11/13/2025,8.2,,
PTR,UP,62,CALA21,N,3/14/2022,10.5,LI,,,,,,8/9/2024,11.2,LI,,11/13/2025,11.3,,
PTR,UP,63,CALA21,N,3/14/2022,10.3,LI,,,,,,8/9/2024,10.5,LI,,11/13/2025,11,,
PTR,UP,1,CALA21,Y,3/14/2022,24.6,LI,,,,,,8/9/2024,26,LI,,11/13/2025,26.2,,
PTR,UP,2,CALA21,Y,3/14/2022,28.5,LI,,,,,,8/9/2024,30.6,LI,,11/13/2025,26,,
PTR,UP,3,CALA21,Y,3/14/2022,23.5,LI,,,,,,8/9/2024,26.7,LI,,11/13/2025,27.5,,
PTR,UP,4,CALA21,Y,3/14/2022,41.5,LI,,,,,,8/9/2024,46.7,LI,,11/13/2025,45.2,,
PTR,UP,5,CAOV2,Y,3/14/2022,32.5,LI,,,,,,8/9/2024,34.4,LI,,11/13/2025,34.9,,
PTR,UP,6,CALA21,Y,3/14/2022,30.6,LI,,,,,,8/9/2024,32.9,LI,,11/13/2025,33.9,,
PTR,UP,7,CAOV2,Y,3/14/2022,25.4,LI,,,,,,8/9/2024,26,LI,,11/13/2025,26.8,,
PTR,UP,550,CALA21,Y,3/14/2022,28.6,LI,,,,,,8/9/2024,31,LI,,11/13/2025,32.2,,
