"Site","Plot","Year","mean_gw_depth","mean_gw_perc_sat","mean_gw_rdo","mean_soil_vwc","mean_soil_EC","mean_soil_temp","mean_salinity","mean_vpd","total_rain"
"CRC","TR",2022,-0.837240311073059,6.87162538527397,0.666508404680365,0.343480841042041,216.413124782392,20.0204130921804,1.28600054223744,0.555415204422037,2.85485416666667
"CRC","TR",2023,-0.561719154094828,8.43736666666667,0.818037167744253,0.422184086115302,387.47146641523,17.523123204023,1.56005445402299,0.452187210870664,1.68157291666667
"CRC","TR",2024,-0.662372829131653,11.7916121586134,1.1246412552521,0.368923614870011,308.092240021008,18.4658635329132,1.34880972514006,0.482339990225892,1.07188541666667
"CRC","TR",2025,-0.948173605225989,39.6199670462571,4.38231679908192,0.312203377968485,183.866746115819,17.9810911016949,0.683178937146893,0.437866650558823,1.24985416666667
"CRC","UP",2022,-2.66638559782609,0,0,0.258685464114659,72.6416710862017,19.6871309141002,2.42467892512077,0.552327568831878,1.63227083333333
"CRC","UP",2023,-2.5978971174569,0.262519845545977,0.0554052801724138,0.318017843646024,103.400712457346,16.6663130118534,1.47152368893678,0.452187210870664,1.68157291666667
"CRC","UP",2024,-2.2872722107438,0.215152376033058,0.0239084022038567,0.278694580044572,133.305372979081,18.2957590607782,1.773308815427,0.480029966980252,1.1400625
"CRC","UP",2025,-3.62702412367725,0.966173809523809,0.103947335207231,0.247978209701544,77.6232328869048,17.6079861111111,1.39953598710317,0.42985543576241,1.26703125
"GCW","TR",2024,-0.687158454153605,0.0225207305722139,0.00218069090454773,0.428211446074558,1136.22749094203,19.2161775362319,2.02069935344828,0.566042713111893,0
"GCW","TR",2025,-0.564742980553748,1.92078679245283,0.174457134433962,0.463504716882133,770.400499885351,18.3583882009958,2.12356565301272,0.473087920671427,0
"GCW","UP",2024,NA,29.2956550362319,3.05278667572464,NA,NA,NA,0.0186012969429348,0.566042713111893,0
"GCW","UP",2025,NA,36.9355791276042,3.90245703125,NA,NA,NA,0.0303454185709603,0.473001899159889,0
"GWI","TR",2022,-0.264910512452107,2.24842768199234,0.229441139846743,0.535174663743954,6435.23396819923,20.2994158435105,13.8982819564176,0.579449485327082,4.67028125
"GWI","TR",2023,-0.155035838607595,0.597977070147679,0.101285456223629,0.554262939963673,7245.50378812302,20.7014065631593,15.479774314346,0.449360003967326,0.534652083333333
"GWI","TR",2024,-0.263084226190476,0.559063988095238,0.0450869791666667,0.538666162022089,6325.96465389462,21.0680551688058,13.7119603608631,0.423034371387932,0.0667604166666667
"GWI","TR",2025,-0.153676758333333,0.0409818083333333,0.003288375,0.533654374671875,5652.04630848542,21.4179419625,15.1963400333333,0.369692032430287,0.26615625
"GWI","UP",2023,-0.497765414029536,3.04763999208861,0.279884585970464,0.296777667685786,605.544590852453,19.8328962915348,6.02962282436709,0.449360003967326,0.534652083333333
"GWI","UP",2024,-0.652684254807692,3.91876748798077,0.370660166266026,0.291748517808744,540.532078410457,20.4881729492188,5.88028303285256,0.414808423322034,0.06375
"GWI","UP",2025,-0.4626952,1.72187898333333,0.153008033333333,0.286761733383625,508.234333333333,20.2168979166667,6.40084948333333,0.369692032430287,0.26615625
"MSM","TR",2022,-0.136840367383513,0.935006115591398,0.140248375896057,0.484152532452019,3225.35146731911,20.9731263328853,7.02521908602151,0.686970648125221,3.54046875
"MSM","TR",2023,-0.0878308396464647,0.0334714330808081,0.00334914772727273,0.547392212471413,6374.63107638889,20.0333826546717,9.07795284090909,0.505780355109326,0.951716666666667
"MSM","TR",2024,-0.104897243265993,0.269128787878788,0.0223758417508418,0.540889444081203,6438.84787984007,19.9454835385101,10.0820949074074,0.467592111007198,0.266864583333333
"MSM","TR",2025,-0.0512333081317204,0.0241288642473118,0.00200940860215054,0.513078521619267,5073.32820900538,20.9060315860215,11.4583156922043,0.3753174088432,0.139895833333333
"MSM","UP",2022,-0.208214292114695,6.56300403225806,0.655478909050179,0.403875077012377,777.734163085237,20.3731135752688,2.499233109319,0.686970648125221,3.54046875
"MSM","UP",2023,-0.393298319128788,22.2367484059343,2.08759386837121,0.351723381869496,461.681837910354,19.6275824652778,1.93882746212121,0.505780355109326,0.951716666666667
"MSM","UP",2024,-0.427173453282828,35.0214762205387,3.18376578282828,0.340057014459044,573.6476746633,19.1808554292929,1.9294718013468,0.467592111007198,0.266864583333333
"MSM","UP",2025,-0.290805174731183,2.86119344758065,0.260417515120968,0.381195355026084,562.714990759409,20.2288621471774,3.03380111727151,0.3753174088432,0.139895833333333
"OWC","TR",2022,-0.26425129751462,12.3747923428363,1.16262991593567,0.383314899340757,234.099164094481,18.6865999543129,0.276694736842105,0.445579570791216,1.12581770833333
"OWC","TR",2023,-0.182285955882353,9.30250333333333,0.887774852941177,0.436035311329718,309.79108026348,15.6837651470588,0.224544901960784,0.347588059341614,0.386754166666667
"OWC","TR",2024,-0.226945087719298,12.1070766885965,1.14478849780702,0.40437776694926,316.886485745614,16.9072450657895,0.214862938596491,0.380739482779586,1.58985416666667
"OWC","TR",2025,-0.138515770609319,0.339917674731183,0.032726814516129,0.429194264117439,377.691896281362,17.2839017697133,0.270951120071685,0.296612626404854,0.630416666666667
"OWC","UP",2022,-4,NA,NA,0.325545567571157,103.011190878378,18.0529173704955,NA,0.460004693333878,1.46811979166667
"OWC","UP",2023,-4,NA,NA,0.33496774816059,104.467271090535,16.8693383487654,NA,0.351691746469689,0.174427083333333
"OWC","UP",2024,-4,NA,NA,0.321016515091204,112.149637172285,17.9266239466292,NA,0.381933220955,1.55727083333333
"OWC","UP",2025,-4,NA,NA,0.326284800246011,104.365054299645,18.0967115469858,NA,0.296403829776595,0.631125
"PTR","TR",2022,-1.06619071557971,0.0798651419082126,0.00801731582125604,0.23184871770237,52.873635009058,19.3723731846316,3.57013662439614,0.60563668710963,1.855921875
"PTR","TR",2023,-1.35748743224932,0.34598343495935,0.0315914718834688,0.284264522065549,66.4303861788618,16.9845295562331,50.9286356792005,0.428399573308976,0.747482291666667
"PTR","TR",2024,-1.34421473214286,0.355140108543417,0.0622428483893557,0.194367905723346,43.3186931022409,19.1295386904762,3.35597916666667,0.448015353182463,0.333625
"PTR","TR",2025,-0.919156219586375,0.0151133363746959,0.00152376824817518,0.23104936672297,62.1827288625304,17.5418852645985,2.53200256234793,0.387488533179181,1.76925729166667
"PTR","UP",2022,-2.44953531099034,NA,0,0.208012711147437,52.9924328049517,18.87816147343,6.19171582125604,0.60563668710963,1.855921875
"PTR","UP",2023,-2.66136494193989,NA,0.0076276468579235,0.279194421127796,74.4282734439037,16.6363107133709,51.927976357582,0.428772393116641,0.745180208333333
"PTR","UP",2024,-2.1764323441247,NA,0.0290317745803357,0.216530706810008,61.0576288968825,18.0211159191397,2.69202465527578,0.439288659307689,0.720907291666667
"PTR","UP",2025,-1.99986684154501,NA,0.454790442518248,0.238836098206585,61.1608381729015,17.871079968826,4.89097179136253,0.387488533179181,1.76925729166667
"SWH","SWAMP",2023,NA,6.30587161680912,0.595119301994302,0.465835205771512,695.412326388889,19.7771412037037,0.73383547008547,0.715060217802908,2.99485208333333
"SWH","SWAMP",2024,NA,0.155485977564103,0.0147940705128205,0.545928401518681,260.913842147436,20.408648838141,0.276683493589744,0.616352660070198,1.4149375
"SWH","SWAMP",2025,NA,1.89742101031553,0.185916767799353,0.582049510183265,60.4130258899676,20.3751098907767,0.100665625,0.574542924079363,2.618621875
"SWH","TR",2023,NA,0.00639423076923077,0.00156784188034188,0.505658379122696,1708.07745726496,21.908067352208,2.2083547008547,0.715060217802908,2.99485208333333
"SWH","TR",2024,NA,0,0,0.455309574836889,985.03392463742,22.7185044671474,1.48218630608974,0.616352660070198,1.4149375
"SWH","TR",2025,NA,0.0216181229773463,0.00274625809061489,0.404103094660194,342.925391671723,23.7449351284385,1.4649449737055,0.574542924079363,2.618621875
